age,gender,student_status,university,satisfaction_rating,learning_style,preferred_population,school,plans_further_education,career_goal,cost_importance,culture_importance,internship_importance,ranking_influence,extracurricular_importance,family_influence,friend_influence,social_media_influence,scholarship_significance,has_scholarship,funding_source,financial_consideration,residence,personality,leadership_role,extracurricular_hours,extracurricular_type,cca_count,engagement_level,engagement_category,internship_participation,external_influence,selection_criteria_list,cca_list,satisfaction_group
Over 30,Male,International,SUSS,3,Visual,Medium,Business,0.5,Business Analyst,9,5,7,5,3,7,6,3,8,0,Scholarship,8.5,Off campus,Ambivert,0,9,Sports,4,2,Low,1,5.333333333333333,"['Work-Life Balance', 'Flexibility', 'Flexibility']","['Support Group', 'Social Club', 'Community Service', 'Social Club']",Neutral
25 - 30,Male,Domestic,SUSS,3,Hands-on/Practical,Medium,Education,0.0,Social Worker,8,6,7,5,5,8,7,3,8,0,Family,8.0,Commute,Introverted,1,9,Community,1,3,Medium,1,6.0,"['Flexibility', 'Course Offerings', 'Support Services']",['Professional Development'],Neutral
25 - 30,Male,Domestic,SUSS,3,Self-paced/Individual,Medium,Education,1.0,Counselor,9,6,8,4,5,8,7,4,7,0,Self-funded,8.0,Commute,Introverted,0,5,Sports,3,2,Low,0,6.333333333333333,"['Flexibility', 'Affordability', 'Location']","['Social Club', 'Support Group', 'Community Service']",Neutral
Over 30,Male,Domestic,SUSS,3,Auditory,Medium,Business,1.0,Educator,8,5,6,4,4,7,5,3,7,0,Self-funded,7.5,Commute,Ambivert,0,7,Professional,1,1,Low,1,5.0,"['Flexibility', 'Location', 'Affordability']",['Social Club'],Neutral
Over 30,Female,Domestic,SUSS,3,Hands-on/Practical,Medium,Social Sciences,0.5,Business Analyst,9,6,8,5,4,8,6,4,7,0,Self-funded,8.0,Commute,Extroverted,0,6,Professional,2,1,Low,1,6.0,"['Affordability', 'Affordability', 'Location']","['Community Service', 'Professional Development']",Neutral
Over 30,Female,Domestic,SUSS,3,Self-paced/Individual,Medium,Business,0.0,Educator,9,6,6,3,5,8,6,3,7,0,Self-funded,8.0,Commute,Extroverted,0,8,Professional,2,1,Low,1,5.666666666666667,"['Support Services', 'Location', 'Location']","['Community Service', 'Social Club']",Neutral
25 - 30,Female,International,SUSS,3,Visual,Medium,Social Sciences,0.0,Counselor,8,6,7,5,4,8,4,3,7,1,Self-funded,7.5,Commute,Introverted,1,9,Professional,1,3,Medium,1,5.0,"['Location', 'Affordability', 'Affordability']",['Community Service'],Neutral
Over 30,Female,Domestic,SUSS,4,Group-based,Medium,Business,0.0,Social Worker,9,5,7,4,5,8,6,4,7,0,Family,8.0,Commute,Ambivert,0,9,Professional,1,1,Low,0,6.0,"['Affordability', 'Support Services', 'Flexibility']",['Community Service'],Satisfied
Over 30,Male,Domestic,SUSS,4,Group-based,Medium,Business,0.0,Social Worker,7,6,6,4,4,7,5,4,7,0,Family,7.0,Off campus,Ambivert,1,5,Community,2,3,Medium,1,5.333333333333333,"['Affordability', 'Location', 'Affordability']","['Community Service', 'Support Group']",Satisfied
18 - 24,Male,Domestic,SUSS,4,Hands-on/Practical,Medium,Social Sciences,0.0,Social Worker,9,5,7,4,5,8,5,4,7,1,Family,8.0,Commute,Ambivert,1,8,Academic,1,3,Medium,1,5.666666666666667,"['Location', 'Affordability', 'Course Offerings']",['Social Club'],Satisfied
Under 18,Female,International,SUSS,3,Self-paced/Individual,Medium,Social Sciences,1.0,Business Analyst,8,5,6,5,5,8,6,4,8,0,Family,8.0,Off campus,Introverted,0,8,Sports,1,1,Low,0,6.0,"['Flexibility', 'Support Services', 'Flexibility']",['Social Club'],Neutral
25 - 30,Female,Domestic,SUSS,4,Self-paced/Individual,Medium,Social Sciences,1.0,Social Worker,9,5,6,4,4,8,6,4,8,0,Family,8.5,Commute,Ambivert,0,5,Community,2,1,Low,0,6.0,"['Support Services', 'Flexibility', 'Flexibility']","['Community Service', 'Social Club']",Satisfied
18 - 24,Female,Domestic,SUSS,3,Hands-on/Practical,Medium,Social Sciences,0.5,Counselor,8,6,6,5,4,8,6,4,8,0,Self-funded,8.0,Commute,Introverted,1,11,Professional,3,4,Medium,1,6.0,"['Support Services', 'Course Offerings', 'Flexibility']","['Professional Development', 'Community Service', 'Professional Development']",Neutral
18 - 24,Male,Domestic,SUSS,3,Hands-on/Practical,Medium,Education,0.5,Educator,8,5,5,4,5,8,6,3,8,0,Scholarship,8.0,Off campus,Ambivert,0,7,Social,1,1,Low,0,5.666666666666667,"['Flexibility', 'Flexibility', 'Location']",['Professional Development'],Neutral
18 - 24,Female,Domestic,SUSS,3,Self-paced/Individual,Medium,Social Sciences,1.0,Business Analyst,9,5,7,4,5,8,6,4,8,0,Self-funded,8.5,Commute,Extroverted,0,13,Community,2,2,Low,0,6.0,"['Affordability', 'Course Offerings', 'Affordability']","['Community Service', 'Community Service']",Neutral
25 - 30,Male,Domestic,SUSS,3,Visual,Medium,Social Sciences,0.0,Educator,9,6,6,5,4,6,6,3,8,0,Family,8.5,Commute,Ambivert,1,9,Social,1,3,Medium,0,5.0,"['Flexibility', 'Work-Life Balance', 'Work-Life Balance']",['Professional Development'],Neutral
25 - 30,Female,Domestic,SUSS,3,Visual,Medium,Social Sciences,0.0,Entrepreneur,9,5,6,4,4,8,6,4,8,0,Loan,8.5,Commute,Ambivert,0,8,Community,1,1,Low,0,6.0,"['Course Offerings', 'Affordability', 'Location']",['Professional Development'],Neutral
18 - 24,Male,Domestic,SUSS,3,Visual,Medium,Business,0.5,Educator,9,6,7,4,5,8,6,4,7,1,Family,8.0,Off campus,Introverted,0,9,Community,1,1,Low,1,6.0,"['Support Services', 'Support Services', 'Flexibility']",['Professional Development'],Neutral
25 - 30,Male,Domestic,SUSS,4,Hands-on/Practical,Medium,Business,0.5,Social Worker,8,5,7,4,5,7,5,3,8,0,Scholarship,8.0,Commute,Ambivert,0,9,Community,3,2,Low,1,5.0,"['Support Services', 'Location', 'Flexibility']","['Social Club', 'Support Group', 'Support Group']",Satisfied
25 - 30,Male,International,SUSS,4,Theoretical,Medium,Business,0.0,Counselor,8,5,7,5,5,7,5,4,7,0,Scholarship,7.5,Off campus,Extroverted,0,5,Sports,1,1,Low,1,5.333333333333333,"['Work-Life Balance', 'Flexibility', 'Affordability']",['Social Club'],Satisfied
25 - 30,Female,International,SUSS,3,Auditory,Medium,Social Sciences,0.5,Business Analyst,9,6,5,5,5,8,6,3,8,0,Loan,8.5,Off campus,Ambivert,0,10,Community,1,1,Low,1,5.666666666666667,"['Course Offerings', 'Flexibility', 'Flexibility']",['Interest Group'],Neutral
18 - 24,Female,Domestic,SUSS,3,Group-based,Medium,Social Sciences,1.0,Educator,9,6,7,4,6,8,5,3,8,0,Loan,8.5,Commute,Extroverted,0,12,Social,3,2,Low,1,5.333333333333333,"['Location', 'Location', 'Work-Life Balance']","['Community Service', 'Social Club', 'Community Service']",Neutral
25 - 30,Male,International,SUSS,3,Self-paced/Individual,Medium,Social Sciences,1.0,Business Analyst,7,6,6,4,5,8,6,4,7,1,Family,7.0,Commute,Ambivert,0,9,Community,2,1,Low,1,6.0,"['Course Offerings', 'Location', 'Support Services']","['Professional Development', 'Professional Development']",Neutral
Over 30,Female,Domestic,SUSS,3,Auditory,Medium,Business,0.0,Social Worker,9,6,6,4,5,7,5,4,7,0,Self-funded,8.0,Commute,Ambivert,1,9,Community,2,3,Medium,1,5.333333333333333,"['Work-Life Balance', 'Affordability', 'Course Offerings']","['Interest Group', 'Interest Group']",Neutral
18 - 24,Female,Domestic,SUSS,3,Self-paced/Individual,Medium,Education,1.0,Business Analyst,8,6,6,4,4,7,5,5,7,0,Loan,7.5,Commute,Introverted,0,7,Community,4,2,Low,0,5.666666666666667,"['Affordability', 'Affordability', 'Support Services']","['Community Service', 'Professional Development', 'Community Service', 'Professional Development']",Neutral
25 - 30,Male,Domestic,SUSS,3,Hands-on/Practical,Medium,Business,0.0,Educator,9,6,7,5,5,7,6,3,8,0,Family,8.5,Commute,Extroverted,0,9,Social,1,1,Low,1,5.333333333333333,"['Affordability', 'Affordability', 'Course Offerings']",['Professional Development'],Neutral
18 - 24,Female,Domestic,SUSS,3,Group-based,Medium,Education,0.0,Counselor,7,6,6,5,5,7,5,4,7,0,Scholarship,7.0,Commute,Introverted,0,6,Professional,4,2,Low,1,5.333333333333333,"['Work-Life Balance', 'Work-Life Balance', 'Flexibility']","['Interest Group', 'Community Service', 'Social Club', 'Professional Development']",Neutral
25 - 30,Female,Domestic,SUSS,3,Visual,Medium,Business,0.5,Counselor,8,6,7,4,5,7,5,2,8,0,Loan,8.0,Commute,Extroverted,0,8,Community,1,1,Low,1,4.666666666666667,"['Work-Life Balance', 'Location', 'Affordability']",['Support Group'],Neutral
18 - 24,Female,Domestic,SUSS,3,Auditory,Medium,Business,0.5,Business Analyst,9,5,6,4,4,7,6,3,7,0,Self-funded,8.0,Commute,Extroverted,1,7,Academic,2,3,Medium,1,5.333333333333333,"['Flexibility', 'Location', 'Affordability']","['Professional Development', 'Social Club']",Neutral
25 - 30,Female,Domestic,SUSS,3,Hands-on/Practical,Medium,Social Sciences,0.5,Social Worker,8,5,7,5,5,7,6,3,8,0,Family,8.0,Commute,Ambivert,0,8,Community,3,2,Low,0,5.333333333333333,"['Affordability', 'Support Services', 'Affordability']","['Professional Development', 'Professional Development', 'Professional Development']",Neutral
Over 30,Male,Domestic,SUSS,3,Self-paced/Individual,Medium,Business,0.5,Social Worker,8,5,6,4,5,8,5,4,7,0,Self-funded,7.5,On campus,Ambivert,0,8,Social,3,2,Low,1,5.666666666666667,"['Flexibility', 'Work-Life Balance', 'Location']","['Social Club', 'Community Service', 'Community Service']",Neutral
18 - 24,Female,Domestic,SUSS,3,Self-paced/Individual,Medium,Education,0.0,Educator,9,5,7,5,5,7,5,3,8,0,Loan,8.5,Commute,Introverted,1,9,Professional,1,3,Medium,0,5.0,"['Affordability', 'Location', 'Affordability']",['Professional Development'],Neutral
25 - 30,Male,Domestic,SUSS,3,Visual,Medium,Business,0.0,Educator,8,6,6,4,4,7,5,3,8,0,Family,8.0,Commute,Ambivert,0,7,Community,2,1,Low,1,5.0,"['Affordability', 'Flexibility', 'Flexibility']","['Social Club', 'Social Club']",Neutral
18 - 24,Male,Domestic,SUSS,3,Self-paced/Individual,Medium,Social Sciences,0.5,Social Worker,8,6,7,5,5,8,6,3,8,0,Self-funded,8.0,Commute,Extroverted,0,4,Sports,2,1,Low,1,5.666666666666667,"['Support Services', 'Course Offerings', 'Location']","['Social Club', 'Social Club']",Neutral
18 - 24,Female,Domestic,SUSS,3,Self-paced/Individual,Medium,Social Sciences,0.5,Social Worker,8,5,6,4,5,7,6,4,8,0,Family,8.0,Commute,Ambivert,0,11,Professional,1,1,Low,0,5.666666666666667,"['Location', 'Flexibility', 'Location']",['Professional Development'],Neutral
18 - 24,Female,Domestic,SUSS,3,Self-paced/Individual,Medium,Social Sciences,0.5,Business Analyst,9,5,7,4,5,8,5,4,7,1,Self-funded,8.0,Commute,Ambivert,1,9,Professional,2,3,Medium,0,5.666666666666667,"['Course Offerings', 'Affordability', 'Support Services']","['Community Service', 'Social Club']",Neutral
18 - 24,Non-binary,Domestic,SUSS,4,Hands-on/Practical,Medium,Education,1.0,Social Worker,8,6,7,4,5,7,6,3,7,1,Self-funded,7.5,Commute,Ambivert,0,8,Community,1,1,Low,1,5.333333333333333,"['Location', 'Location', 'Course Offerings']",['Support Group'],Satisfied
18 - 24,Female,Domestic,SUSS,3,Self-paced/Individual,Medium,Social Sciences,1.0,Educator,9,6,7,4,5,7,5,3,8,0,Loan,8.5,Commute,Extroverted,1,6,Community,1,3,Medium,1,5.0,"['Work-Life Balance', 'Affordability', 'Location']",['Interest Group'],Neutral
25 - 30,Female,Domestic,SUSS,4,Hands-on/Practical,Medium,Education,0.0,Educator,9,6,6,5,4,8,6,3,7,1,Family,8.0,Off campus,Ambivert,0,5,Academic,1,1,Low,0,5.666666666666667,"['Location', 'Support Services', 'Flexibility']",['Community Service'],Satisfied
18 - 24,Female,Domestic,SUSS,4,Hands-on/Practical,Medium,Social Sciences,0.5,Business Analyst,8,6,7,4,5,8,7,3,8,0,Family,8.0,On campus,Ambivert,0,4,Professional,2,1,Low,1,6.0,"['Flexibility', 'Flexibility', 'Work-Life Balance']","['Community Service', 'Professional Development']",Satisfied
Over 30,Female,Domestic,SUSS,3,Group-based,Medium,Business,0.0,Social Worker,7,5,7,4,5,8,6,3,8,0,Loan,7.5,Off campus,Ambivert,1,8,Sports,2,3,Medium,1,5.666666666666667,"['Course Offerings', 'Flexibility', 'Flexibility']","['Social Club', 'Community Service']",Neutral
25 - 30,Female,Domestic,SUSS,3,Group-based,Medium,Business,1.0,Business Analyst,8,6,7,4,4,6,6,4,7,1,Family,7.5,Commute,Introverted,1,10,Professional,2,4,Medium,1,5.333333333333333,"['Work-Life Balance', 'Location', 'Work-Life Balance']","['Interest Group', 'Community Service']",Neutral
25 - 30,Female,Domestic,SUSS,3,Self-paced/Individual,Medium,Social Sciences,1.0,Social Worker,8,6,6,5,4,8,6,3,7,0,Family,7.5,Commute,Introverted,0,10,Community,1,1,Low,1,5.666666666666667,"['Course Offerings', 'Course Offerings', 'Location']",['Interest Group'],Neutral
Over 30,Male,Domestic,SUSS,3,Group-based,Medium,Education,0.0,Social Worker,9,6,6,4,4,7,6,4,7,0,Family,8.0,Commute,Ambivert,0,8,Professional,2,1,Low,1,5.666666666666667,"['Work-Life Balance', 'Flexibility', 'Flexibility']","['Community Service', 'Community Service']",Neutral
18 - 24,Female,Domestic,SUSS,3,Hands-on/Practical,Medium,Education,0.0,Educator,8,7,7,5,5,6,5,3,8,0,Family,8.0,Off campus,Ambivert,0,11,Community,2,2,Low,0,4.666666666666667,"['Support Services', 'Work-Life Balance', 'Affordability']","['Social Club', 'Support Group']",Neutral
25 - 30,Female,Domestic,SUSS,3,Self-paced/Individual,Medium,Social Sciences,0.5,Counselor,9,7,7,3,5,7,6,3,8,0,Self-funded,8.5,Commute,Introverted,1,8,Community,1,3,Medium,0,5.333333333333333,"['Course Offerings', 'Work-Life Balance', 'Course Offerings']",['Interest Group'],Neutral
18 - 24,Female,Domestic,SUSS,3,Visual,Medium,Business,0.0,Business Analyst,9,5,6,5,5,6,6,4,7,0,Self-funded,8.0,Commute,Ambivert,0,8,Professional,1,1,Low,1,5.333333333333333,"['Flexibility', 'Work-Life Balance', 'Work-Life Balance']",['Community Service'],Neutral
18 - 24,Male,Domestic,SUSS,3,Group-based,Medium,Education,0.0,Business Analyst,9,6,7,4,4,8,6,4,7,1,Family,8.0,Commute,Ambivert,1,8,Community,1,3,Medium,0,6.0,"['Affordability', 'Affordability', 'Course Offerings']",['Professional Development'],Neutral
25 - 30,Male,Domestic,SUSS,3,Visual,Medium,Education,0.5,Social Worker,8,4,7,4,5,7,6,3,7,0,Loan,7.5,Commute,Introverted,1,6,Social,3,4,Medium,1,5.333333333333333,"['Flexibility', 'Course Offerings', 'Location']","['Community Service', 'Community Service', 'Community Service']",Neutral
18 - 24,Male,Domestic,SUSS,3,Self-paced/Individual,Medium,Business,0.5,Business Analyst,9,6,7,4,5,8,5,3,8,0,Family,8.5,Commute,Introverted,0,7,Community,2,1,Low,1,5.333333333333333,"['Flexibility', 'Work-Life Balance', 'Affordability']","['Social Club', 'Community Service']",Neutral
25 - 30,Male,International,SUSS,3,Self-paced/Individual,Medium,Social Sciences,1.0,Counselor,8,6,7,4,4,9,6,3,8,0,Family,8.0,Commute,Ambivert,0,6,Community,1,1,Low,1,6.0,"['Work-Life Balance', 'Support Services', 'Course Offerings']",['Professional Development'],Neutral
18 - 24,Female,Domestic,SUSS,3,Hands-on/Practical,Medium,Social Sciences,0.5,Business Analyst,8,6,7,5,5,8,6,3,8,0,Self-funded,8.0,Commute,Ambivert,0,7,Community,2,1,Low,1,5.666666666666667,"['Course Offerings', 'Work-Life Balance', 'Flexibility']","['Social Club', 'Support Group']",Neutral
Over 30,Male,Domestic,SUSS,4,Group-based,Medium,Business,0.0,Business Analyst,9,6,7,5,5,7,6,4,8,0,Family,8.5,Commute,Ambivert,1,8,Academic,1,3,Medium,0,5.666666666666667,"['Affordability', 'Flexibility', 'Location']",['Community Service'],Satisfied
18 - 24,Male,Domestic,SUSS,4,Auditory,Medium,Business,0.5,Entrepreneur,8,5,7,5,4,8,6,3,7,0,Self-funded,7.5,Commute,Extroverted,1,8,Academic,1,3,Medium,1,5.666666666666667,"['Work-Life Balance', 'Course Offerings', 'Course Offerings']",['Professional Development'],Satisfied
25 - 30,Female,Domestic,SUSS,4,Hands-on/Practical,Medium,Social Sciences,1.0,Business Analyst,9,5,6,4,3,8,6,3,7,0,Self-funded,8.0,Commute,Extroverted,0,8,Community,1,1,Low,0,5.666666666666667,"['Flexibility', 'Flexibility', 'Work-Life Balance']",['Community Service'],Satisfied
18 - 24,Female,Domestic,SUSS,3,Visual,Medium,Education,0.5,Educator,8,5,7,5,5,8,5,3,8,1,Self-funded,8.0,Off campus,Introverted,0,8,Professional,2,1,Low,1,5.333333333333333,"['Location', 'Course Offerings', 'Course Offerings']","['Community Service', 'Community Service']",Neutral
Over 30,Female,Domestic,SUSS,3,Self-paced/Individual,Medium,Social Sciences,0.0,Business Analyst,8,5,7,4,5,7,6,3,8,0,Self-funded,8.0,Commute,Extroverted,0,9,Professional,1,1,Low,1,5.333333333333333,"['Affordability', 'Work-Life Balance', 'Flexibility']",['Community Service'],Neutral
25 - 30,Female,International,SUSS,3,Group-based,Medium,Business,1.0,Business Analyst,8,6,7,5,6,7,5,3,8,0,Family,8.0,Commute,Introverted,0,9,Academic,1,1,Low,1,5.0,"['Work-Life Balance', 'Course Offerings', 'Flexibility']",['Professional Development'],Neutral
Over 30,Male,Domestic,SUSS,3,Self-paced/Individual,Medium,Business,0.0,Social Worker,9,6,7,4,4,7,6,3,8,0,Self-funded,8.5,Off campus,Introverted,0,8,Social,3,2,Low,0,5.333333333333333,"['Affordability', 'Support Services', 'Flexibility']","['Professional Development', 'Community Service', 'Professional Development']",Neutral
18 - 24,Female,Domestic,SUSS,3,Visual,Medium,Education,0.5,Business Analyst,9,5,7,4,4,7,5,3,7,1,Family,8.0,On campus,Introverted,1,4,Social,1,2,Low,1,5.0,"['Flexibility', 'Affordability', 'Flexibility']",['Professional Development'],Neutral
18 - 24,Male,Domestic,SUSS,3,Hands-on/Practical,Medium,Social Sciences,0.5,Social Worker,9,6,7,5,4,7,5,4,8,0,Family,8.5,Commute,Introverted,0,10,Professional,1,1,Low,1,5.333333333333333,"['Affordability', 'Support Services', 'Location']",['Community Service'],Neutral
18 - 24,Non-binary,Domestic,SUSS,3,Self-paced/Individual,Medium,Education,1.0,Social Worker,7,5,7,5,5,7,6,3,8,0,Loan,7.5,Commute,Ambivert,0,4,Community,2,1,Low,0,5.333333333333333,"['Flexibility', 'Flexibility', 'Flexibility']","['Community Service', 'Professional Development']",Neutral
18 - 24,Female,Domestic,SUSS,3,Visual,Medium,Social Sciences,0.0,Business Analyst,7,6,7,4,5,8,6,4,7,0,Scholarship,7.0,Commute,Introverted,1,7,Academic,2,3,Medium,0,6.0,"['Affordability', 'Flexibility', 'Course Offerings']","['Professional Development', 'Professional Development']",Neutral
18 - 24,Male,Domestic,SUSS,3,Visual,Medium,Education,0.0,Business Analyst,8,5,6,4,5,8,5,4,8,0,Family,8.0,Commute,Ambivert,0,10,Professional,2,2,Low,1,5.666666666666667,"['Flexibility', 'Location', 'Flexibility']","['Professional Development', 'Social Club']",Neutral
18 - 24,Male,Domestic,SUSS,4,Hands-on/Practical,Medium,Social Sciences,0.5,Entrepreneur,8,5,6,5,4,7,5,3,7,0,Self-funded,7.5,On campus,Extroverted,0,9,Community,2,1,Low,1,5.0,"['Location', 'Location', 'Work-Life Balance']","['Support Group', 'Interest Group']",Satisfied
Over 30,Female,Domestic,SUSS,3,Self-paced/Individual,Medium,Business,0.5,Counselor,8,6,6,5,4,7,6,3,7,0,Self-funded,7.5,Commute,Extroverted,1,9,Community,1,3,Medium,1,5.333333333333333,"['Support Services', 'Work-Life Balance', 'Flexibility']",['Social Club'],Neutral
18 - 24,Female,Domestic,SUSS,3,Self-paced/Individual,Medium,Social Sciences,0.5,Social Worker,9,5,6,5,5,7,5,3,8,0,Loan,8.5,Commute,Ambivert,0,8,Sports,1,1,Low,1,5.0,"['Flexibility', 'Support Services', 'Support Services']",['Professional Development'],Neutral
18 - 24,Female,Domestic,SUSS,3,Self-paced/Individual,Medium,Social Sciences,1.0,Business Analyst,9,6,6,4,5,6,5,3,7,0,Family,8.0,Commute,Ambivert,0,12,Social,1,1,Low,1,4.666666666666667,"['Affordability', 'Support Services', 'Work-Life Balance']",['Support Group'],Neutral
18 - 24,Male,Domestic,SUSS,3,Self-paced/Individual,Medium,Business,1.0,Social Worker,7,6,7,5,5,7,5,3,8,1,Loan,7.5,Commute,Extroverted,0,9,Professional,2,1,Low,0,5.0,"['Work-Life Balance', 'Work-Life Balance', 'Location']","['Community Service', 'Community Service']",Neutral
18 - 24,Non-binary,Domestic,SUSS,3,Self-paced/Individual,Medium,Business,0.0,Counselor,8,5,7,4,4,7,6,4,8,0,Family,8.0,Off campus,Extroverted,0,7,Academic,1,1,Low,1,5.666666666666667,"['Affordability', 'Affordability', 'Course Offerings']",['Community Service'],Neutral
18 - 24,Female,Domestic,SUSS,3,Hands-on/Practical,Medium,Social Sciences,0.0,Counselor,9,5,7,5,5,8,6,3,7,0,Loan,8.0,Off campus,Ambivert,0,11,Professional,2,2,Low,1,5.666666666666667,"['Location', 'Support Services', 'Flexibility']","['Community Service', 'Support Group']",Neutral
18 - 24,Female,Domestic,SUSS,3,Group-based,Medium,Business,0.0,Educator,9,5,7,3,5,7,5,4,8,0,Family,8.5,Commute,Extroverted,1,8,Community,3,4,Medium,1,5.333333333333333,"['Affordability', 'Flexibility', 'Location']","['Interest Group', 'Social Club', 'Community Service']",Neutral
18 - 24,Male,Domestic,SUSS,3,Visual,Medium,Social Sciences,0.0,Counselor,8,5,7,4,4,8,5,3,7,0,Loan,7.5,Off campus,Introverted,0,8,Academic,2,1,Low,0,5.333333333333333,"['Affordability', 'Location', 'Affordability']","['Support Group', 'Community Service']",Neutral
18 - 24,Non-binary,Domestic,SUSS,3,Hands-on/Practical,Medium,Education,0.5,Business Analyst,9,7,7,4,5,8,5,3,7,0,Loan,8.0,Off campus,Introverted,0,8,Professional,1,1,Low,1,5.333333333333333,"['Work-Life Balance', 'Flexibility', 'Flexibility']",['Support Group'],Neutral
18 - 24,Non-binary,Domestic,SUSS,4,Group-based,Medium,Education,0.0,Social Worker,8,7,7,6,5,8,5,4,7,0,Loan,7.5,Commute,Extroverted,0,6,Community,1,1,Low,0,5.666666666666667,"['Support Services', 'Work-Life Balance', 'Work-Life Balance']",['Social Club'],Satisfied
Over 30,Female,Domestic,SUSS,3,Hands-on/Practical,Medium,Business,0.0,Social Worker,9,5,7,4,4,8,6,3,8,0,Self-funded,8.5,Commute,Introverted,0,11,Academic,2,2,Low,1,5.666666666666667,"['Flexibility', 'Flexibility', 'Affordability']","['Professional Development', 'Interest Group']",Neutral
25 - 30,Female,Domestic,SUSS,3,Hands-on/Practical,Medium,Education,0.0,Educator,8,5,7,5,5,7,5,3,8,0,Loan,8.0,Commute,Introverted,0,8,Professional,2,1,Low,1,5.0,"['Flexibility', 'Course Offerings', 'Work-Life Balance']","['Community Service', 'Support Group']",Neutral
Over 30,Female,Domestic,SUSS,3,Hands-on/Practical,Medium,Education,1.0,Business Analyst,8,6,7,5,6,8,6,4,7,0,Scholarship,7.5,Commute,Extroverted,0,7,Sports,1,1,Low,1,6.0,"['Course Offerings', 'Flexibility', 'Affordability']",['Community Service'],Neutral
18 - 24,Male,Domestic,SUSS,3,Group-based,Medium,Social Sciences,0.0,Social Worker,8,5,7,5,4,8,5,4,8,1,Self-funded,8.0,Off campus,Ambivert,0,9,Social,1,1,Low,0,5.666666666666667,"['Support Services', 'Work-Life Balance', 'Flexibility']",['Social Club'],Neutral
Over 30,Prefer not to say,Domestic,SUSS,3,Visual,Medium,Social Sciences,0.5,Counselor,8,6,7,5,4,8,5,3,8,0,Self-funded,8.0,Commute,Ambivert,0,7,Professional,1,1,Low,1,5.333333333333333,"['Affordability', 'Flexibility', 'Flexibility']",['Support Group'],Neutral
18 - 24,Male,Domestic,SUSS,3,Group-based,Medium,Social Sciences,0.0,Social Worker,9,5,7,5,5,7,6,4,9,1,Self-funded,9.0,Commute,Introverted,0,7,Community,1,1,Low,1,5.666666666666667,"['Support Services', 'Location', 'Flexibility']",['Community Service'],Neutral
25 - 30,Male,International,SUSS,3,Hands-on/Practical,Medium,Education,0.0,Business Analyst,9,6,6,5,5,7,6,3,8,0,Scholarship,8.5,Commute,Ambivert,0,6,Sports,4,2,Low,1,5.333333333333333,"['Affordability', 'Work-Life Balance', 'Affordability']","['Community Service', 'Professional Development', 'Community Service', 'Social Club']",Neutral
25 - 30,Male,Domestic,SUSS,3,Visual,Medium,Education,1.0,Counselor,8,5,7,5,5,6,6,3,8,0,Family,8.0,Commute,Extroverted,1,8,Social,1,3,Medium,1,5.0,"['Flexibility', 'Course Offerings', 'Support Services']",['Support Group'],Neutral
18 - 24,Male,Domestic,SUSS,3,Self-paced/Individual,Medium,Social Sciences,0.5,Educator,8,5,7,3,5,8,5,4,8,0,Self-funded,8.0,Off campus,Introverted,0,10,Professional,1,1,Low,1,5.666666666666667,"['Affordability', 'Work-Life Balance', 'Course Offerings']",['Professional Development'],Neutral
25 - 30,Male,Domestic,SUSS,3,Hands-on/Practical,Medium,Business,0.0,Social Worker,8,5,6,5,5,9,5,4,8,0,Loan,8.0,Commute,Ambivert,0,6,Social,2,1,Low,1,6.0,"['Affordability', 'Flexibility', 'Flexibility']","['Social Club', 'Community Service']",Neutral
18 - 24,Male,International,SUSS,3,Hands-on/Practical,Medium,Business,0.0,Counselor,9,6,6,4,4,8,6,2,7,0,Self-funded,8.0,Commute,Extroverted,1,7,Social,2,3,Medium,1,5.333333333333333,"['Support Services', 'Course Offerings', 'Location']","['Professional Development', 'Social Club']",Neutral
18 - 24,Female,Domestic,SUSS,4,Self-paced/Individual,Medium,Business,1.0,Educator,8,6,7,5,5,7,6,3,8,0,Loan,8.0,Commute,Ambivert,1,8,Social,1,3,Medium,0,5.333333333333333,"['Affordability', 'Flexibility', 'Flexibility']",['Social Club'],Satisfied
18 - 24,Female,Domestic,SUSS,4,Group-based,Medium,Social Sciences,1.0,Educator,9,5,8,4,5,7,5,4,8,0,Self-funded,8.5,Commute,Extroverted,0,10,Professional,3,2,Low,1,5.333333333333333,"['Course Offerings', 'Affordability', 'Support Services']","['Community Service', 'Professional Development', 'Community Service']",Satisfied
25 - 30,Male,Domestic,SUSS,3,Self-paced/Individual,Medium,Social Sciences,0.0,Educator,10,7,6,3,4,8,6,4,7,0,Self-funded,8.5,On campus,Ambivert,1,10,Community,1,3,Medium,1,6.0,"['Flexibility', 'Course Offerings', 'Course Offerings']",['Professional Development'],Neutral
18 - 24,Male,Domestic,SUSS,3,Hands-on/Practical,Medium,Education,0.0,Educator,8,6,7,3,5,8,6,3,7,0,Self-funded,7.5,Commute,Ambivert,0,7,Professional,1,1,Low,0,5.666666666666667,"['Affordability', 'Flexibility', 'Flexibility']",['Community Service'],Neutral
Over 30,Female,Domestic,SUSS,4,Visual,Medium,Social Sciences,0.0,Business Analyst,9,6,7,4,4,7,5,3,7,0,Family,8.0,Commute,Introverted,0,8,Professional,3,2,Low,1,5.0,"['Affordability', 'Course Offerings', 'Course Offerings']","['Social Club', 'Social Club', 'Professional Development']",Satisfied
